dispute_number,state_a,state_b,current_year,state_a_code,state_b_code,dyad_pair_code,in_trade_dispute,complainant_a,complainant_b,complainant_c,complainant_d,complainant_e,complainant_f,complainant_g,complainant_h,complainant_i,respondent_a,respondent_b,respondent_c,respondent_d,respondent_e,year_initiated,panel_requested,year_concluded,no_years,mtn2023_category,thirdparty_a,thirdparty_b,thirdparty_c,thirdparty_d,thirdparty_e,thirdparty_f,thirdparty_g,thirdparty_h,thirdparty_i,thirdparty_j,thirdparty_k,thirdparty_l,thirdparty_m,thirdparty_n,thirdparty_o,thirdparty_p,thirdparty_q,thirdparty_r,thirdparty_s,thirdparty_t,thirdparty_u,thirdparty_v,thirdparty_w,thirdparty_x,thirdparty_y,thirdparty_z,thirdparty_aa,thirdparty_ab,thirdparty_ac,thirdparty_ad,thirdparty_ae,thirdparty_af,thirdparty_ag,thirdparty_ah,thirdparty_ai
204,USA,MEX,2004,USA2004,MEX2004,MEX2004USA2004,1,USA,,,,,,,,,MEX,,,,,2000,Yes,2005,6,T (Electrical Machinery and Electronic Equipment),AUL,BRA,CAN,CUB,EU,GUA,HON,IND,JPN,NIC,,,,,,,,,,,,,,,,,,,,,,,,,
204,USA,MEX,2005,USA2005,MEX2005,MEX2005USA2005,1,USA,,,,,,,,,MEX,,,,,2000,Yes,2005,6,T (Electrical Machinery and Electronic Equipment),AUL,BRA,CAN,CUB,EU,GUA,HON,IND,JPN,NIC,,,,,,,,,,,,,,,,,,,,,,,,,
205,THI,EGY,2000,THI2000,EGY2000,EGY2000THI2000,1,THI,,,,,,,,,EGY,,,,,2000,No,2000,1,K (Fish and Fish Products),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,IND,USA,2000,IND2000,USA2000,IND2000USA2000,1,IND,,,,,,,,,USA,,,,,2000,Yes,2003,4,L (Minerals and Metals),CHN,EU,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,IND,USA,2001,IND2001,USA2001,IND2001USA2001,1,IND,,,,,,,,,USA,,,,,2000,Yes,2003,4,L (Minerals and Metals),CHN,EU,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,IND,USA,2002,IND2002,USA2002,IND2002USA2002,1,IND,,,,,,,,,USA,,,,,2000,Yes,2003,4,L (Minerals and Metals),CHN,EU,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,IND,USA,2003,IND2003,USA2003,IND2003USA2003,1,IND,,,,,,,,,USA,,,,,2000,Yes,2003,4,L (Minerals and Metals),CHN,EU,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,ARG,CHL,2000,ARG2000,CHL2000,ARG2000CHL2000,1,ARG,,,,,,,,,CHL,,,,,2000,Yes,2007,8,E (Cereals and Food Preparations),AUL,BRA,CAN,CHN,COL,COS,EU,ECU,SAL,GUA,HON,JPN,NIC,PAR,PER,THI,VEN,USA,,,,,,,,,,,,,,,,,
207,ARG,CHL,2001,ARG2001,CHL2001,ARG2001CHL2001,1,ARG,,,,,,,,,CHL,,,,,2000,Yes,2007,8,E (Cereals and Food Preparations),AUL,BRA,CAN,CHN,COL,COS,EU,ECU,SAL,GUA,HON,JPN,NIC,PAR,PER,THI,VEN,USA,,,,,,,,,,,,,,,,,
207,ARG,CHL,2002,ARG2002,CHL2002,ARG2002CHL2002,1,ARG,,,,,,,,,CHL,,,,,2000,Yes,2007,8,E (Cereals and Food Preparations),AUL,BRA,CAN,CHN,COL,COS,EU,ECU,SAL,GUA,HON,JPN,NIC,PAR,PER,THI,VEN,USA,,,,,,,,,,,,,,,,,
207,ARG,CHL,2003,ARG2003,CHL2003,ARG2003CHL2003,1,ARG,,,,,,,,,CHL,,,,,2000,Yes,2007,8,E (Cereals and Food Preparations),AUL,BRA,CAN,CHN,COL,COS,EU,ECU,SAL,GUA,HON,JPN,NIC,PAR,PER,THI,VEN,USA,,,,,,,,,,,,,,,,,
207,ARG,CHL,2004,ARG2004,CHL2004,ARG2004CHL2004,1,ARG,,,,,,,,,CHL,,,,,2000,Yes,2007,8,E (Cereals and Food Preparations),AUL,BRA,CAN,CHN,COL,COS,EU,ECU,SAL,GUA,HON,JPN,NIC,PAR,PER,THI,VEN,USA,,,,,,,,,,,,,,,,,
207,ARG,CHL,2005,ARG2005,CHL2005,ARG2005CHL2005,1,ARG,,,,,,,,,CHL,,,,,2000,Yes,2007,8,E (Cereals and Food Preparations),AUL,BRA,CAN,CHN,COL,COS,EU,ECU,SAL,GUA,HON,JPN,NIC,PAR,PER,THI,VEN,USA,,,,,,,,,,,,,,,,,
207,ARG,CHL,2006,ARG2006,CHL2006,ARG2006CHL2006,1,ARG,,,,,,,,,CHL,,,,,2000,Yes,2007,8,E (Cereals and Food Preparations),AUL,BRA,CAN,CHN,COL,COS,EU,ECU,SAL,GUA,HON,JPN,NIC,PAR,PER,THI,VEN,USA,,,,,,,,,,,,,,,,,
207,ARG,CHL,2007,ARG2007,CHL2007,ARG2007CHL2007,1,ARG,,,,,,,,,CHL,,,,,2000,Yes,2007,8,E (Cereals and Food Preparations),AUL,BRA,CAN,CHN,COL,COS,EU,ECU,SAL,GUA,HON,JPN,NIC,PAR,PER,THI,VEN,USA,,,,,,,,,,,,,,,,,
208,BRA,TUR,2000,BRA2000,TUR2000,BRA2000TUR2000,1,BRA,,,,,,,,,TUR,,,,,2000,No,2000,1,L (Minerals and Metals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,BRA,EU,2000,BRA2000,EU19952000,BRA2000EU19952000,1,BRA,,,,,,,,,EU,,,,,2000,No,2000,1,"D (Coffee, Tea, Cocoa and Spices)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,USA,BEL,2000,USA2000,BEL2000,BEL2000USA2000,1,USA,,,,,,,,,BEL,,,,,2000,Yes,2001,2,E (Cereals and Food Preparations),IND,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,USA,BEL,2001,USA2001,BEL2001,BEL2001USA2001,1,USA,,,,,,,,,BEL,,,,,2000,Yes,2001,2,E (Cereals and Food Preparations),IND,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,TUR,EGY,2000,TUR2000,EGY2000,EGY2000TUR2000,1,TUR,,,,,,,,,EGY,,,,,2000,Yes,2003,4,L (Minerals and Metals),CHL,EU,JPN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,TUR,EGY,2001,TUR2001,EGY2001,EGY2001TUR2001,1,TUR,,,,,,,,,EGY,,,,,2000,Yes,2003,4,L (Minerals and Metals),CHL,EU,JPN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,TUR,EGY,2002,TUR2002,EGY2002,EGY2002TUR2002,1,TUR,,,,,,,,,EGY,,,,,2000,Yes,2003,4,L (Minerals and Metals),CHL,EU,JPN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,TUR,EGY,2003,TUR2003,EGY2003,EGY2003TUR2003,1,TUR,,,,,,,,,EGY,,,,,2000,Yes,2003,4,L (Minerals and Metals),CHL,EU,JPN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,EU,USA,2000,EU19952000,USA2000,EU19952000USA2000,1,EU,,,,,,,,,USA,,,,,2000,Yes,2006,7,W (Not Industry-Specific),BRA,CHN,IND,ROK,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,EU,USA,2001,EU19952001,USA2001,EU19952001USA2001,1,EU,,,,,,,,,USA,,,,,2000,Yes,2006,7,W (Not Industry-Specific),BRA,CHN,IND,ROK,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,EU,USA,2002,EU19952002,USA2002,EU19952002USA2002,1,EU,,,,,,,,,USA,,,,,2000,Yes,2006,7,W (Not Industry-Specific),BRA,CHN,IND,ROK,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,EU,USA,2003,EU19952003,USA2003,EU19952003USA2003,1,EU,,,,,,,,,USA,,,,,2000,Yes,2006,7,W (Not Industry-Specific),BRA,CHN,IND,ROK,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,EU,USA,2004,EU20042004,USA2004,EU20042004USA2004,1,EU,,,,,,,,,USA,,,,,2000,Yes,2006,7,W (Not Industry-Specific),BRA,CHN,IND,ROK,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,EU,USA,2005,EU20042005,USA2005,EU20042005USA2005,1,EU,,,,,,,,,USA,,,,,2000,Yes,2006,7,W (Not Industry-Specific),BRA,CHN,IND,ROK,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,EU,USA,2006,EU20042006,USA2006,EU20042006USA2006,1,EU,,,,,,,,,USA,,,,,2000,Yes,2006,7,W (Not Industry-Specific),BRA,CHN,IND,ROK,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,EU,USA,2000,EU19952000,USA2000,EU19952000USA2000,1,EU,,,,,,,,,USA,,,,,2000,Yes,2004,5,L (Minerals and Metals),JPN,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,EU,USA,2001,EU19952001,USA2001,EU19952001USA2001,1,EU,,,,,,,,,USA,,,,,2000,Yes,2004,5,L (Minerals and Metals),JPN,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,EU,USA,2002,EU19952002,USA2002,EU19952002USA2002,1,EU,,,,,,,,,USA,,,,,2000,Yes,2004,5,L (Minerals and Metals),JPN,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,EU,USA,2003,EU19952003,USA2003,EU19952003USA2003,1,EU,,,,,,,,,USA,,,,,2000,Yes,2004,5,L (Minerals and Metals),JPN,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,EU,USA,2004,EU20042004,USA2004,EU20042004USA2004,1,EU,,,,,,,,,USA,,,,,2000,Yes,2004,5,L (Minerals and Metals),JPN,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,EU,USA,2000,EU19952000,USA2000,EU19952000USA2000,1,EU,,,,,,,,,USA,,,,,2000,Yes,2001,2,L (Minerals and Metals),ARG,CAN,JPN,ROK,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,EU,USA,2001,EU19952001,USA2001,EU19952001USA2001,1,EU,,,,,,,,,USA,,,,,2000,Yes,2001,2,L (Minerals and Metals),ARG,CAN,JPN,ROK,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,ROK,PHI,2000,ROK2000,PHI2000,PHI2000ROK2000,1,ROK,,,,,,,,,PHI,,,,,2000,No,2000,1,N (Chemicals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,BRA,MEX,2000,BRA2000,MEX2000,BRA2000MEX2000,1,BRA,,,,,,,,,MEX,,,,,2000,No,2000,1,"S (Mechanical, Office and Computing Machinery)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,AUL,USA,2000,AUL2000,USA2000,AUL2000USA2000,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,BRA,USA,2000,BRA2000,USA2000,BRA2000USA2000,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,CHL,USA,2000,CHL2000,USA2000,CHL2000USA2000,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,EU,USA,2000,EU19952000,USA2000,EU19952000USA2000,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,IND,USA,2000,IND2000,USA2000,IND2000USA2000,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,INS,USA,2000,INS2000,USA2000,INS2000USA2000,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,JPN,USA,2000,JPN2000,USA2000,JPN2000USA2000,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,ROK,USA,2000,ROK2000,USA2000,ROK2000USA2000,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,THI,USA,2000,THI2000,USA2000,THI2000USA2000,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,AUL,USA,2001,AUL2001,USA2001,AUL2001USA2001,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,BRA,USA,2001,BRA2001,USA2001,BRA2001USA2001,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,CHL,USA,2001,CHL2001,USA2001,CHL2001USA2001,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,EU,USA,2001,EU19952001,USA2001,EU19952001USA2001,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,IND,USA,2001,IND2001,USA2001,IND2001USA2001,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,INS,USA,2001,INS2001,USA2001,INS2001USA2001,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,JPN,USA,2001,JPN2001,USA2001,JPN2001USA2001,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,ROK,USA,2001,ROK2001,USA2001,ROK2001USA2001,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,THI,USA,2001,THI2001,USA2001,THI2001USA2001,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,AUL,USA,2002,AUL2002,USA2002,AUL2002USA2002,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,BRA,USA,2002,BRA2002,USA2002,BRA2002USA2002,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,CHL,USA,2002,CHL2002,USA2002,CHL2002USA2002,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,EU,USA,2002,EU19952002,USA2002,EU19952002USA2002,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,IND,USA,2002,IND2002,USA2002,IND2002USA2002,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,INS,USA,2002,INS2002,USA2002,INS2002USA2002,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,JPN,USA,2002,JPN2002,USA2002,JPN2002USA2002,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,ROK,USA,2002,ROK2002,USA2002,ROK2002USA2002,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,THI,USA,2002,THI2002,USA2002,THI2002USA2002,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,AUL,USA,2003,AUL2003,USA2003,AUL2003USA2003,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,BRA,USA,2003,BRA2003,USA2003,BRA2003USA2003,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,CHL,USA,2003,CHL2003,USA2003,CHL2003USA2003,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,EU,USA,2003,EU19952003,USA2003,EU19952003USA2003,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,IND,USA,2003,IND2003,USA2003,IND2003USA2003,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,INS,USA,2003,INS2003,USA2003,INS2003USA2003,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,JPN,USA,2003,JPN2003,USA2003,JPN2003USA2003,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,ROK,USA,2003,ROK2003,USA2003,ROK2003USA2003,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,THI,USA,2003,THI2003,USA2003,THI2003USA2003,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,AUL,USA,2004,AUL2004,USA2004,AUL2004USA2004,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,BRA,USA,2004,BRA2004,USA2004,BRA2004USA2004,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,CHL,USA,2004,CHL2004,USA2004,CHL2004USA2004,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,EU,USA,2004,EU20042004,USA2004,EU20042004USA2004,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,IND,USA,2004,IND2004,USA2004,IND2004USA2004,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,INS,USA,2004,INS2004,USA2004,INS2004USA2004,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,JPN,USA,2004,JPN2004,USA2004,JPN2004USA2004,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,ROK,USA,2004,ROK2004,USA2004,ROK2004USA2004,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
217,THI,USA,2004,THI2004,USA2004,THI2004USA2004,1,AUL,BRA,CHL,EU,IND,INS,JPN,ROK,THI,USA,,,,,2000,Yes,2004,5,W (Not Industry-Specific),ARG,BRA,CHL,EU,IND,INS,JPN,ROK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
218,BRA,USA,2000,BRA2000,USA2000,BRA2000USA2000,1,BRA,,,,,,,,,USA,,,,,2000,No,2000,1,L (Minerals and Metals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,BRA,EU,2000,BRA2000,EU19952000,BRA2000EU19952000,1,BRA,,,,,,,,,EU,,,,,2000,Yes,2004,5,L (Minerals and Metals),CHL,JPN,MEX,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,BRA,EU,2001,BRA2001,EU19952001,BRA2001EU19952001,1,BRA,,,,,,,,,EU,,,,,2000,Yes,2004,5,L (Minerals and Metals),CHL,JPN,MEX,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,BRA,EU,2002,BRA2002,EU19952002,BRA2002EU19952002,1,BRA,,,,,,,,,EU,,,,,2000,Yes,2004,5,L (Minerals and Metals),CHL,JPN,MEX,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,BRA,EU,2003,BRA2003,EU19952003,BRA2003EU19952003,1,BRA,,,,,,,,,EU,,,,,2000,Yes,2004,5,L (Minerals and Metals),CHL,JPN,MEX,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,BRA,EU,2004,BRA2004,EU20042004,BRA2004EU20042004,1,BRA,,,,,,,,,EU,,,,,2000,Yes,2004,5,L (Minerals and Metals),CHL,JPN,MEX,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,GUA,CHL,2001,GUA2001,CHL2001,CHL2001GUA2001,1,GUA,,,,,,,,,CHL,,,,,2001,No,2001,1,J (Other Agricultural Products),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,CAN,USA,2001,CAN2001,USA2001,CAN2001USA2001,1,CAN,,,,,,,,,USA,,,,,2001,Yes,2002,2,W (Not Industry-Specific),CHL,EU,IND,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,CAN,USA,2002,CAN2002,USA2002,CAN2002USA2002,1,CAN,,,,,,,,,USA,,,,,2001,Yes,2002,2,W (Not Industry-Specific),CHL,EU,IND,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,BRA,CAN,2001,BRA2001,CAN2001,BRA2001CAN2001,1,BRA,,,,,,,,,CAN,,,,,2001,Yes,2003,3,U (Transport Equipment),AUL,EU,IND,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,BRA,CAN,2002,BRA2002,CAN2002,BRA2002CAN2002,1,BRA,,,,,,,,,CAN,,,,,2001,Yes,2003,3,U (Transport Equipment),AUL,EU,IND,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
