dispute_number,title_of_dispute,complainant_a,complainant_b,complainant_c,complainant_d,complainant_e,complainant_f,complainant_g,complainant_h,complainant_i,respondent_a,respondent_b,respondent_c,respondent_d,respondent_e,year_initiated,panel_requested,year_concluded,status,mtn2023_category,thirdparty_a,thirdparty_b,thirdparty_c,thirdparty_d,thirdparty_e,thirdparty_f,thirdparty_g,thirdparty_h,thirdparty_i,thirdparty_j,thirdparty_k,thirdparty_l,thirdparty_m,thirdparty_n,thirdparty_o,thirdparty_p,thirdparty_q,thirdparty_r,thirdparty_s,thirdparty_t,thirdparty_u,thirdparty_v,thirdparty_w,thirdparty_x,thirdparty_y,thirdparty_z,thirdparty_aa,thirdparty_ab,thirdparty_ac,thirdparty_ad,thirdparty_ae,thirdparty_af,thirdparty_ag,thirdparty_ah,thirdparty_ai,no_third_parties
588,IND - Tariff Treatment of Certain Goods in the Information and Communications Technology Sector,TAW,,,,,,,,,IND,,,,,2019,Yes,Ongoing,Panel report circulated,T (Electrical Machinery and Electronic Equipment),BRA,CAN,CHN,EU,INS,JPN,NOR,PAK,RUS,SIN,ROK,THI,TUR,UKR,UKG,USA,,,,,,,,,,,,,,,,,,,,16
589,CHN - Measures Concerning the Importation of Canola Seed from CAN,CAN,,,,,,,,,CHN,,,,,2019,Yes,2023,Authority for panel lapsed,"F (Oilseeds, Fats and Oils)",AUL,BRA,EU,IND,JPN,NOR,RUS,SIN,TAW,USA,DRV,,,,,,,,,,,,,,,,,,,,,,,,,11
590,JPN - Measures Related to the Exportation of Products and Technology to Korea,ROK,,,,,,,,,JPN,,,,,2019,Yes,2023,Terminated/withdrawn,N (Chemicals),BRA,CAN,CHN,TAW,EU,IND,NOR,RUS,SAU,SIN,TUR,UKR,UKG,USA,,,,,,,,,,,,,,,,,,,,,,14
591,"COL - Anti-Dumping Duties on Frozen Fries from BEL, GMY and the NTH",EU,,,,,,,,,COL,,,,,2019,Yes,2022,Award notified with recommendation to bring measures into conformity,C (Fruits and Vegetables),BRA,CHN,HON,IND,JPN,RUS,TUR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
592,INS - Measures Relating to Raw Materials,EU,,,,,,,,,INS,,,,,2019,Yes,Ongoing,Panel report under appeal,L (Minerals and Metals),BRA,CAN,CHN,JPN,ROK,IND,RUS,SAU,SIN,TAW,TUR,UKR,UAE,UKG,USA,,,,,,,,,,,,,,,,,,,,,15
593,EU2013 - Certain Measures Concerning Palm Oil and Oil Palm Crop-Based Biofuels,INS,,,,,,,,,EU,,,,,2019,Yes,Ongoing,Panel composed,"F (Oilseeds, Fats and Oils)",ARG,AUL,BRA,CAN,CHN,COL,COS,ECU,GUA,HON,IND,JPN,MAL,RUS,NOR,SIN,ROK,THI,TUR,USA,,,,,,,,,,,,,,,,20
594,Korea - Measures Affecting Trade in Commercial Vessels (Second Complaint) (JPN),JPN,,,,,,,,,ROK,,,,,2020,No,2020,In consultations,U (Transport Equipment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
595,EU2020 - Safeguard Measures on Certain Steel Products,TUR,,,,,,,,,EU,,,,,2020,Yes,2023,Implementation notified by respondent,L (Minerals and Metals),ARG,BRA,CAN,CHN,IND,JPN,NOR,RUS,ROK,SWZ,TAW,UKR,UAE,UKG,USA,,,,,,,,,,,,,,,,,,,,,15
596,BRA - Measures Concerning the Importation of PET Film from PER and Imported Products in General,PER,,,,,,,,,BRA,,,,,2020,No,2020,In consultations,V (Other Manufactures),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
597,USA - Origin Marking Requirement,HGK,,,,,,,,,USA,,,,,2020,Yes,Ongoing,Panel report under appeal,W (Not Industry-Specific),BRA,CAN,CHN,EU,IND,JPN,ROK,NOR,RUS,SIN,SWZ,TUR,UKR,,,,,,,,,,,,,,,,,,,,,,,13
598,CHN - Anti-Dumping and Countervailing Duty Measures on Barley from AUL,AUL,,,,,,,,,CHN,,,,,2020,Yes,2023,Mutually agreed solution notified,E (Cereals and Food Preparations),BRA,CAN,EU,IND,JPN,MEX,NEW,NOR,RUS,SIN,UKR,UKG,USA,,,,,,,,,,,,,,,,,,,,,,,13
599,PAN - Measures Concerning the Importation of Certain Products from COS,COS,,,,,,,,,PAN,,,,,2021,Yes,Ongoing,Panel composed,A (Live Animals and Meat),AUL,BRA,CAN,CHN,EU,GUA,IND,HON,NIC,MEX,RUS,TAW,USA,UKG,,,,,,,,,,,,,,,,,,,,,,14
600,EU2020 and Certain Member States - Certain Measures Concerning Palm Oil and Oil Palm Crop-Based Biofuels,MAL,,,,,,,,,EU,FRN,LIT,,,2021,Yes,Ongoing,Panel composed,"F (Oilseeds, Fats and Oils)",ARG,AUL,BRA,CAN,CHN,COL,COS,ECU,SAL,GUA,HON,IND,INS,JPN,ROK,NOR,RUS,SAU,SIN,THI,TUR,UKR,UKG,USA,,,,,,,,,,,,24
601,CHN - Anti-Dumping Measures on Stainless Steel Products from JPN,JPN,,,,,,,,,CHN,,,,,2021,Yes,Ongoing,"Report(s) adopted, with recommendations to bring measures into conformity",L (Minerals and Metals),AUL,BRA,CAN,EU,IND,ROK,MEX,RUS,SAU,TAW,USA,DRV,,,,,,,,,,,,,,,,,,,,,,,,12
602,CHN - Anti-Dumping and Countervailing Duty Measures on Wine from AUL,AUL,,,,,,,,,CHN,,,,,2021,Yes,Ongoing,Panel composed,H (Beverages and Tobacco),BRA,CAN,EU,IND,JPN,ROK,MEX,NEW,NOR,RUS,SIN,SWZ,TAW,TUR,UKR,UKG,USA,DRV,,,,,,,,,,,,,,,,,,18
603,AUL - Anti-Dumping and Countervailing Duty Measures on Certain Products from CHN,CHN,,,,,,,,,AUL,,,,,2021,Yes,Ongoing,Panel composed,L (Minerals and Metals),ARG,BRA,CAN,EU,IND,JPN,ROK,MAL,MEX,NOR,RUS,SIN,SWZ,TAW,UKG,USA,DRV,,,,,,,,,,,,,,,,,,,17
604,RUSn Federation - Certain Measures Concerning Domestic and Foreign Products and Services,EU,,,,,,,,,RUS,,,,,2021,Yes,2023,Authority for panel lapsed,W (Not Industry-Specific),AUL,BRA,CAN,CHN,COL,IND,JPN,ROK,MLD,SWZ,UKR,UKG,USA,,,,,,,,,,,,,,,,,,,,,,,13
605,DOM - Anti-Dumping Measures on Corrugated Steel Bars,COS,,,,,,,,,DOM,,,,,2021,Yes,Ongoing,Panel report circulated,L (Minerals and Metals),CAN,CHN,EU,IND,JPN,MEX,RUS,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
606,EU2020 - Provisional Anti-Dumping Duty on Mono-Ethylene Glycol from SAU,SAU,,,,,,,,,EU,,,,,2021,No,Ongoing,In consultations,N (Chemicals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
607,EU2020 - Measures Concerning the Importation of Certain Poultry Meat Preparations from BRA,BRA,,,,,,,,,EU,,,,,2021,No,Ongoing,In consultations,A (Live Animals and Meat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
608,RUSn Federation - Measures Concerning the Exportation of Wood Products,EU,,,,,,,,,RUS,,,,,2022,No,Ongoing,In consultations,"O (Wood, Paper, Furniture)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
609,EGY - Registration Requirements Relating to the Importation of Certain Products,EU,,,,,,,,,EGY,,,,,2022,No,Ongoing,In consultations,J (Other Agricultural Products),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
610,CHN - Measures Concerning Trade in Goods,EU,,,,,,,,,CHN,,,,,2022,Yes,Ongoing,Panel composed,W (Not Industry-Specific),AUL,BRA,CAN,COL,IND,INS,JPN,ROK,NEW,NOR,RUS,SWZ,TAW,THI,TUR,UKG,USA,DRV,,,,,,,,,,,,,,,,,,18
611,CHN - Enforcement of Intellectual Property Rights,EU,,,,,,,,,CHN,,,,,2022,Yes,Ongoing,Panel composed,W (Not Industry-Specific),AUL,BRA,CAN,COL,IND,INS,JPN,ROK,NOR,PER,RUS,SIN,SWZ,TAW,THI,UKR,UKG,USA,DRV,,,,,,,,,,,,,,,,,19
612,UKG - Measures Relating to the Allocation of Contracts for Difference in Low Carbon Energy Generation,EU,,,,,,,,,UK,,,,,2022,No,Ongoing,In consultations,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
613,EU2020 - Measures Concerning the Importation of Citrus Fruit from SAF,SAF,,,,,,,,,EU,,,,,2022,No,Ongoing,In consultations,C (Fruits and Vegetables),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
614,PER - Anti-Dumping and Countervailing Measures on Biodiesel from ARG,ARG,,,,,,,,,PER,,,,,2022,No,Ongoing,In consultations,M (Petroleum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
615,"USA - Measures on Certain Semiconductor and Other Products, and Related Services and Technologies",CHN,,,,,,,,,USA,,,,,2022,No,Ongoing,In consultations,T (Electrical Machinery and Electronic Equipment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
616,EU2020 - Countervailing and Anti-Dumping Duties on Stainless Steel Cold-Rolled Flat Products from INS,INS,,,,,,,,,EU,,,,,2023,Yes,Ongoing,"Panel established, but not yet composed",L (Minerals and Metals),ARG,AUL,BRA,CAN,CHN,IND,JPN,ROK,RUS,SIN,THI,TAW,TUR,UKR,UKG,USA,,,,,,,,,,,,,,,,,,,,16
617,USA - Anti-Dumping Measure on Oil Country Tubular Goods from ARG,ARG,,,,,,,,,USA,,,,,2023,No,Ongoing,In consultations,L (Minerals and Metals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
618,EU2020 - Countervailing Duties on Imports of Biodiesel from INS,INS,,,,,,,,,EU,,,,,2023,No,Ongoing,In consultations,M (Petroleum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
